frame_time,MAX Blue,MAX Green,MAX Orange,MAX Red,MAX Yellow,Streetcar NS,Streetcar A,Streetcar B,Commuter Rail,Bus,smooth_MAX Blue,smooth_MAX Green,smooth_MAX Orange,smooth_MAX Red,smooth_MAX Yellow,smooth_Streetcar NS,smooth_Streetcar A,smooth_Streetcar B,smooth_Commuter Rail,smooth_Bus
2025-09-10 06:00:00,6.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,84.0,6.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,84.0
2025-09-10 06:00:10,6.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,84.0,6.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,84.0
2025-09-10 06:00:20,6.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,84.0,6.0,1.0,1.0,4.0,0.3333333333333333,1.0,0.0,1.0,0.0,84.0
2025-09-10 06:00:30,6.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,84.0,6.0,1.0,1.0,4.0,0.5,1.0,0.0,1.0,0.0,84.0
2025-09-10 06:00:40,6.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,84.0,6.0,1.0,1.0,4.0,0.6,1.0,0.0,1.0,0.0,84.0
2025-09-10 06:00:50,7.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,84.0,6.166666666666667,1.0,1.0,4.0,0.6666666666666666,1.0,0.0,1.0,0.0,84.0
2025-09-10 06:01:00,7.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,90.0,6.285714285714286,1.0,1.0,4.0,0.7142857142857143,1.0,0.0,1.0,0.14285714285714285,84.85714285714286
2025-09-10 06:01:10,7.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,90.0,6.375,1.0,1.0,4.0,0.75,1.0,0.0,1.0,0.25,85.5
2025-09-10 06:01:20,7.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,90.0,6.444444444444445,1.0,1.0,4.0,0.7777777777777778,1.0,0.0,1.0,0.3333333333333333,86.0
2025-09-10 06:01:30,7.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,90.0,6.5,1.0,1.0,4.0,0.8,1.0,0.0,1.0,0.4,86.4
2025-09-10 06:01:40,7.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,90.0,6.545454545454546,1.0,1.0,4.0,0.8181818181818182,1.0,0.0,1.0,0.45454545454545453,86.72727272727273
2025-09-10 06:01:50,7.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,91.0,6.583333333333333,1.0,1.0,4.0,0.8333333333333334,1.0,0.0,1.0,0.5,87.08333333333333
2025-09-10 06:02:00,7.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,93.0,6.615384615384615,1.0,1.0,4.0,0.8461538461538461,1.0,0.0,1.0,0.5384615384615384,87.53846153846153
2025-09-10 06:02:10,7.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,93.0,6.642857142857143,1.0,1.0,4.0,0.8571428571428571,1.0,0.0,1.0,0.5714285714285714,87.92857142857143
2025-09-10 06:02:20,8.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,93.0,6.733333333333333,1.0,1.0,4.0,0.8666666666666667,1.0,0.0,1.0,0.6,88.26666666666667
2025-09-10 06:02:30,8.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,93.0,6.8125,1.0,1.0,4.0,0.875,1.0,0.0,1.0,0.625,88.5625
2025-09-10 06:02:40,8.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,93.0,6.882352941176471,1.0,1.0,4.0,0.8823529411764706,1.0,0.0,1.0,0.6470588235294118,88.82352941176471
2025-09-10 06:02:50,8.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,93.0,6.944444444444445,1.0,1.0,4.0,0.8888888888888888,1.0,0.0,1.0,0.6666666666666666,89.05555555555556
2025-09-10 06:03:00,8.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,96.0,7.0,1.0,1.0,4.0,0.9473684210526315,1.0,0.0,1.0,0.6842105263157895,89.42105263157895
2025-09-10 06:03:10,8.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,96.0,7.05,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.7,89.75
2025-09-10 06:03:20,8.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,96.0,7.095238095238095,1.0,1.0,4.0,1.0476190476190477,1.0,0.0,1.0,0.7142857142857143,90.04761904761905
2025-09-10 06:03:30,8.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,96.0,7.136363636363637,1.0,1.0,4.0,1.0909090909090908,1.0,0.0,1.0,0.7272727272727273,90.31818181818181
2025-09-10 06:03:40,8.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,96.0,7.173913043478261,1.0,1.0,4.0,1.1304347826086956,1.0,0.0,1.0,0.7391304347826086,90.56521739130434
2025-09-10 06:03:50,8.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,96.0,7.208333333333333,1.0,1.0,4.0,1.1666666666666667,1.0,0.0,1.0,0.75,90.79166666666667
2025-09-10 06:04:00,8.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,100.0,7.24,1.0,1.0,4.0,1.2,1.0,0.0,1.0,0.76,91.16
2025-09-10 06:04:10,8.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,100.0,7.269230769230769,1.0,1.0,4.0,1.2307692307692308,1.0,0.0,1.0,0.7692307692307693,91.5
2025-09-10 06:04:20,8.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,100.0,7.296296296296297,1.0,1.0,4.0,1.2592592592592593,1.0,0.0,1.0,0.7777777777777778,91.81481481481481
2025-09-10 06:04:30,8.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,100.0,7.321428571428571,1.0,1.0,4.0,1.2857142857142858,1.0,0.0,1.0,0.7857142857142857,92.10714285714286
2025-09-10 06:04:40,8.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,100.0,7.344827586206897,1.0,1.0,4.0,1.3103448275862069,1.0,0.0,1.0,0.7931034482758621,92.37931034482759
2025-09-10 06:04:50,9.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,100.0,7.4,1.0,1.0,4.0,1.3333333333333333,1.0,0.0,1.0,0.8,92.63333333333334
2025-09-10 06:05:00,9.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,103.0,7.451612903225806,1.0,1.0,4.0,1.3548387096774193,1.0,0.0,1.0,0.8064516129032258,92.96774193548387
2025-09-10 06:05:10,9.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,103.0,7.5,1.0,1.0,4.0,1.375,1.0,0.0,1.0,0.8125,93.28125
2025-09-10 06:05:20,9.0,2.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,103.0,7.545454545454546,1.0303030303030303,1.0,4.0,1.393939393939394,1.0,0.0,1.0,0.8181818181818182,93.57575757575758
2025-09-10 06:05:30,10.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,103.0,7.617647058823529,1.0588235294117647,1.0,4.0,1.4411764705882353,1.0,0.0,1.0,0.8235294117647058,93.8529411764706
2025-09-10 06:05:40,10.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,103.0,7.685714285714286,1.0857142857142856,1.0,4.0,1.4857142857142858,1.0,0.0,1.0,0.8285714285714286,94.11428571428571
2025-09-10 06:05:50,10.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,103.0,7.75,1.1111111111111112,1.0,4.0,1.5277777777777777,1.0,0.0,1.0,0.8333333333333334,94.36111111111111
2025-09-10 06:06:00,10.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,106.0,7.8108108108108105,1.135135135135135,1.0,4.0,1.5675675675675675,1.0,0.0,1.0,0.8378378378378378,94.67567567567568
2025-09-10 06:06:10,10.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,106.0,7.868421052631579,1.1578947368421053,1.0,4.0,1.605263157894737,1.0,0.0,1.0,0.8421052631578947,94.97368421052632
2025-09-10 06:06:20,9.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,106.0,7.897435897435898,1.1794871794871795,1.0,4.0,1.641025641025641,1.0,0.0,1.0,0.8461538461538461,95.25641025641026
2025-09-10 06:06:30,9.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,106.0,7.925,1.2,1.0,4.0,1.675,1.0,0.0,1.0,0.85,95.525
2025-09-10 06:06:40,9.0,3.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,106.0,7.951219512195122,1.2439024390243902,1.0,4.0,1.7073170731707317,1.0,0.0,1.0,0.8536585365853658,95.78048780487805
2025-09-10 06:06:50,9.0,3.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,106.0,7.976190476190476,1.2857142857142858,1.0,4.0,1.7380952380952381,1.0,0.0,1.0,0.8571428571428571,96.02380952380952
2025-09-10 06:07:00,9.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,110.0,8.0,1.3255813953488371,1.0,4.0,1.7674418604651163,1.0,0.023255813953488372,1.0,0.8604651162790697,96.34883720930233
2025-09-10 06:07:10,9.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,110.0,8.022727272727273,1.3636363636363635,1.0,4.0,1.7954545454545454,1.0,0.045454545454545456,1.0,0.8636363636363636,96.6590909090909
2025-09-10 06:07:20,9.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,110.0,8.044444444444444,1.4,1.0,4.0,1.8222222222222222,1.0,0.06666666666666667,1.0,0.8666666666666667,96.95555555555555
2025-09-10 06:07:30,9.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,110.0,8.065217391304348,1.434782608695652,1.0,4.0,1.8478260869565217,1.0,0.08695652173913043,1.0,0.8695652173913043,97.23913043478261
2025-09-10 06:07:40,9.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,110.0,8.085106382978724,1.4680851063829787,1.0,4.0,1.872340425531915,1.0,0.10638297872340426,1.0,0.8723404255319149,97.51063829787235
2025-09-10 06:07:50,9.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,111.0,8.104166666666666,1.5,1.0,4.0,1.8958333333333333,1.0,0.125,1.0,0.875,97.79166666666667
2025-09-10 06:08:00,9.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,117.0,8.122448979591837,1.530612244897959,1.0204081632653061,4.0,1.9183673469387754,1.0,0.14285714285714285,1.0,0.8979591836734694,98.18367346938776
2025-09-10 06:08:10,9.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,117.0,8.14,1.56,1.04,4.0,1.94,1.0,0.16,1.0,0.92,98.56
2025-09-10 06:08:20,10.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,117.0,8.176470588235293,1.588235294117647,1.0588235294117647,4.0,1.9607843137254901,1.0,0.17647058823529413,1.0,0.9411764705882353,98.92156862745098
2025-09-10 06:08:30,10.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,117.0,8.211538461538462,1.6153846153846154,1.0769230769230769,4.0,1.9807692307692308,1.0,0.19230769230769232,1.0,0.9615384615384616,99.26923076923077
2025-09-10 06:08:40,10.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,117.0,8.245283018867925,1.6415094339622642,1.0943396226415094,4.0,2.0,1.0,0.20754716981132076,1.0,0.9811320754716981,99.60377358490567
2025-09-10 06:08:50,11.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,117.0,8.296296296296296,1.6666666666666667,1.1111111111111112,4.0,2.0185185185185186,1.0,0.2222222222222222,1.0,1.0,99.92592592592592
2025-09-10 06:09:00,11.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,121.0,8.345454545454546,1.690909090909091,1.1272727272727272,4.0,2.036363636363636,1.0,0.2545454545454545,1.0,1.018181818181818,100.30909090909091
2025-09-10 06:09:10,11.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,121.0,8.392857142857142,1.7142857142857142,1.1428571428571428,4.0,2.0535714285714284,1.0,0.26785714285714285,1.0,1.0357142857142858,100.67857142857143
2025-09-10 06:09:20,11.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,121.0,8.43859649122807,1.736842105263158,1.1578947368421053,4.0,2.0701754385964914,1.0,0.2807017543859649,1.0,1.0526315789473684,101.03508771929825
