shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
99101:99913,12905,47.449566,-122.297546,70617.8
99101:99913,12906,47.449467,-122.297455,70663.3
99101:99913,12907,47.449368,-122.297356,70706.5
99101:99913,12908,47.449276,-122.297302,70740.7
99101:99913,12909,47.449200,-122.297264,70772.2
99101:99913,12910,47.449104,-122.297211,70807.8
99101:99913,12911,47.449009,-122.297165,70842.8
99101:99913,12912,47.448906,-122.297127,70882.5
99101:99913,12913,47.448822,-122.297096,70913.7
99101:99913,12914,47.448715,-122.297089,70952.5
99101:99913,12915,47.448582,-122.297073,71002.5
99101:99913,12916,47.448383,-122.297073,71075.4
99101:99913,12917,47.447983,-122.297073,71221.0
99101:99913,12918,47.447468,-122.297058,71409.2
99101:99913,12919,47.447285,-122.297058,71474.9
99101:99913,12920,47.446728,-122.297043,71677.9
99101:99913,12921,47.446480,-122.297028,71767.1
99101:99913,12922,47.446205,-122.297020,71869.2
99101:99913,12923,47.444981,-122.296936,72317.8
99101:99913,12924,47.444252,-122.296883,72581.7
99101:99913,12925,47.443436,-122.296822,72880.0
99101:99913,12926,47.440144,-122.296692,74080.8
99101:99913,12927,47.439594,-122.296677,74281.4
99101:99913,12928,47.439205,-122.296677,74423.3
99101:99913,12929,47.438877,-122.296715,74543.7
99101:99913,12930,47.438469,-122.296783,74694.3
99101:99913,12931,47.438095,-122.296883,74832.5
99101:99913,12932,47.437489,-122.297112,75061.7
99101:99913,12933,47.436974,-122.297302,75254.2
99101:99913,12934,47.436668,-122.297409,75368.7
99101:99913,12935,47.436398,-122.297478,75469.4
99101:99913,12936,47.436180,-122.297523,75550.2
99101:99913,12937,47.434311,-122.297806,76236.1
99101:99913,12938,47.433887,-122.297867,76389.6
99101:99913,12939,47.433491,-122.297905,76534.4
99101:99913,12940,47.432766,-122.297974,76800.8
99101:99913,12941,47.432201,-122.297989,77005.8
99101:99913,12942,47.431675,-122.297974,77196.8
99101:99913,12943,47.430786,-122.297943,77521.4
99101:99913,12944,47.429386,-122.297867,78032.0
99101:99913,12945,47.426266,-122.297668,79172.9
99101:99913,12946,47.425873,-122.297668,79317.0
99101:99913,12947,47.425373,-122.297684,79499.9
99101:99913,12948,47.425098,-122.297699,79599.7
99101:99913,12949,47.424961,-122.297714,79648.2
99101:99913,12950,47.424786,-122.297684,79715.4
99101:99913,12951,47.424694,-122.297684,79747.0
99101:99913,12952,47.424633,-122.297684,79768.6
99101:99913,12953,47.424168,-122.297729,79940.1
99101:99913,12954,47.423973,-122.297737,80009.6
99101:99913,12955,47.423225,-122.297729,80281.3
99101:99913,12956,47.423115,-122.297729,80323.0
99111:99913,11839,47.579961,-122.327370,0.0
99111:99913,11840,47.579954,-122.327370,2.6
99111:99913,11841,47.578567,-122.327370,508.5
99111:99913,11842,47.578503,-122.327370,531.9
99111:99913,11843,47.578449,-122.327370,551.6
99111:99913,11844,47.578392,-122.327354,572.7
99111:99913,11845,47.578358,-122.327354,585.1
99111:99913,11846,47.578319,-122.327354,599.4
99111:99913,11847,47.578285,-122.327339,612.3
99111:99913,11848,47.578251,-122.327339,624.7
99111:99913,11849,47.578217,-122.327332,637.2
99111:99913,11850,47.578182,-122.327316,650.6
99111:99913,11851,47.578152,-122.327301,662.1
99111:99913,11852,47.578121,-122.327286,674.0
99111:99913,11853,47.578094,-122.327271,684.6
99111:99913,11854,47.578075,-122.327263,691.8
99111:99913,11855,47.578049,-122.327248,701.9
99111:99913,11856,47.578022,-122.327217,714.4
99111:99913,11857,47.578003,-122.327209,721.6
99111:99913,11858,47.577984,-122.327179,731.8
99111:99913,11859,47.577961,-122.327164,740.9
99111:99913,11860,47.577942,-122.327141,749.9
99111:99913,11861,47.577915,-122.327110,762.4
99111:99913,11862,47.577896,-122.327080,772.5
99111:99913,11863,47.577873,-122.327042,785.1
99111:99913,11864,47.577850,-122.327011,796.5
99111:99913,11865,47.577835,-122.326988,804.3
99111:99913,11866,47.577816,-122.326958,814.5
99111:99913,11867,47.577801,-122.326920,825.3
99111:99913,11868,47.577785,-122.326889,835.0
99111:99913,11869,47.577766,-122.326866,843.9
99111:99913,11870,47.577759,-122.326820,855.6
99111:99913,11871,47.577743,-122.326797,863.7
99111:99913,11872,47.577732,-122.326744,877.4
99111:99913,11873,47.577721,-122.326698,889.4
99111:99913,11874,47.577713,-122.326675,895.8
99111:99913,11875,47.577702,-122.326622,909.5
99111:99913,11876,47.577686,-122.326561,925.6
99111:99913,11877,47.577683,-122.326523,935.1
99111:99913,11878,47.577671,-122.326439,956.3
99111:99913,11879,47.577663,-122.326363,975.3
99111:99913,11880,47.577652,-122.326210,1013.2
99111:99913,11881,47.577637,-122.325966,1073.7
99111:99913,11882,47.577606,-122.325455,1200.3
99111:99913,11883,47.577557,-122.324883,1342.6
99111:99913,11884,47.577518,-122.324226,1505.4
99111:99913,11885,47.577503,-122.323929,1578.9
99111:99913,11886,47.577492,-122.323685,1639.3
99111:99913,11887,47.577492,-122.323463,1694.1
99111:99913,11888,47.577492,-122.322289,1983.9
99111:99913,11889,47.577496,-122.321220,2247.7
99111:99913,11890,47.577496,-122.320755,2362.5
99111:99913,11891,47.577488,-122.320160,2509.4
99111:99913,11892,47.577465,-122.319923,2568.5
99111:99913,11893,47.577454,-122.319817,2594.9
99111:99913,11894,47.577370,-122.318932,2815.5
99111:99913,11895,47.577351,-122.318779,2853.9
99111:99913,11896,47.577331,-122.318611,2896.0
99111:99913,11897,47.577324,-122.318466,2931.9
99111:99913,11898,47.577320,-122.318352,2960.1
99111:99913,11899,47.577320,-122.318214,2994.1
99111:99913,11900,47.577320,-122.318123,3016.6
99111:99913,11901,47.577320,-122.318016,3043.0
99111:99913,11902,47.577324,-122.317902,3071.2
99111:99913,11903,47.577328,-122.317795,3097.6
99111:99913,11904,47.577331,-122.317696,3122.1
99111:99913,11905,47.577339,-122.317589,3148.7
99111:99913,11906,47.577354,-122.317482,3175.6
99111:99913,11907,47.577362,-122.317368,3203.9
99111:99913,11908,47.577377,-122.317276,3227.3
99111:99913,11909,47.577400,-122.317169,3255.0
99111:99913,11910,47.577416,-122.317039,3287.6
99111:99913,11911,47.577457,-122.316864,3333.3
99111:99913,11912,47.577496,-122.316689,3378.8
99111:99913,11913,47.577557,-122.316498,3430.9
99111:99913,11914,47.577599,-122.316345,3471.7
99111:99913,11915,47.577660,-122.316185,3517.0
99111:99913,11916,47.577721,-122.316017,3564.1
99111:99913,11917,47.577831,-122.315788,3633.4
99111:99913,11918,47.577976,-122.315483,3725.4
99111:99913,11919,47.578567,-122.314285,4091.3
99111:99913,11920,47.578678,-122.314064,4159.2
99111:99913,11921,47.578781,-122.313843,4225.5
99111:99913,11922,47.578854,-122.313698,4270.1
99111:99913,11923,47.578896,-122.313583,4302.3
99111:99913,11924,47.578938,-122.313477,4332.7
99111:99913,11925,47.578983,-122.313370,4363.7
99111:99913,11926,47.579052,-122.313179,4417.2
99111:99913,11927,47.579128,-122.312927,4485.3
99111:99913,11928,47.579212,-122.312683,4552.9
99111:99913,11929,47.579620,-122.311363,4911.0
99111:99913,11930,47.579819,-122.310692,5091.8
99111:99913,11931,47.579884,-122.310486,5147.9
99111:99913,11932,47.579941,-122.310280,5202.9
99111:99913,11933,47.579979,-122.310120,5244.7
99111:99913,11934,47.580002,-122.310020,5270.8
99111:99913,11935,47.580025,-122.309914,5298.3
99111:99913,11936,47.580048,-122.309776,5333.4
99111:99913,11937,47.580074,-122.309639,5368.5
99111:99913,11938,47.580086,-122.309532,5395.2
99111:99913,11939,47.580105,-122.309395,5429.8
99111:99913,11940,47.580120,-122.309280,5458.7
99111:99913,11941,47.580128,-122.309174,5485.0
99111:99913,11942,47.580135,-122.308983,5532.2
99111:99913,11943,47.580143,-122.308807,5575.7
99111:99913,11944,47.580143,-122.308670,5609.5
99111:99913,11945,47.580147,-122.308563,5636.0
99111:99913,11946,47.580143,-122.308449,5664.2
99111:99913,11947,47.580132,-122.308311,5698.5
99111:99913,11948,47.580132,-122.308167,5734.0
99111:99913,11949,47.580116,-122.308029,5768.6
99111:99913,11950,47.580105,-122.307892,5802.6
99111:99913,11951,47.580086,-122.307755,5837.1
99111:99913,11952,47.580059,-122.307587,5879.7
99111:99913,11953,47.580032,-122.307426,5920.7
99111:99913,11954,47.579979,-122.307190,5982.1
99111:99913,11955,47.579891,-122.306854,6071.0
99111:99913,11956,47.579742,-122.306404,6194.6
99111:99913,11957,47.578823,-122.303658,6950.7
99111:99913,11958,47.578743,-122.303436,7012.8
99111:99913,11959,47.578690,-122.303261,7060.1
99111:99913,11960,47.578632,-122.303093,7106.7
99111:99913,11961,47.578602,-122.302956,7142.2
99111:99913,11962,47.578567,-122.302849,7171.6
99111:99913,11963,47.578541,-122.302742,7199.6
99111:99913,11964,47.578510,-122.302605,7235.3
99111:99913,11965,47.578453,-122.302399,7290.2
99111:99913,11966,47.578419,-122.302223,7335.4
99111:99913,11967,47.578400,-122.302109,7364.4
99111:99913,11968,47.578373,-122.301933,7408.9
99111:99913,11969,47.578319,-122.301651,7481.3
99111:99913,11970,47.578060,-122.300133,7867.6
99111:99913,11971,47.577961,-122.299561,8013.4
99111:99913,11972,47.577927,-122.299355,8065.7
99111:99913,11973,47.577862,-122.299133,8125.4
99111:99913,11974,47.577785,-122.298912,8186.8
99111:99913,11975,47.577721,-122.298790,8224.9
99111:99913,11976,47.577671,-122.298683,8257.0
99111:99913,11977,47.577606,-122.298584,8291.0
99111:99913,11978,47.577545,-122.298492,8322.8
99111:99913,11979,47.577477,-122.298393,8357.6
99111:99913,11980,47.577393,-122.298317,8393.6
99111:99913,11981,47.577328,-122.298248,8422.7
99111:99913,11982,47.577228,-122.298164,8464.7
99111:99913,11983,47.576958,-122.297958,8575.5
99111:99913,11984,47.575848,-122.297112,9031.1
99111:99913,11985,47.575665,-122.296989,9104.4
99111:99913,11986,47.575470,-122.296906,9178.5
99111:99913,11987,47.575344,-122.296852,9226.3
99111:99913,11988,47.575226,-122.296822,9270.0
99111:99913,11989,47.575100,-122.296799,9316.3
99111:99913,11990,47.574982,-122.296799,9359.3
99111:99913,11991,47.574821,-122.296783,9418.2
99111:99913,11992,47.573303,-122.296822,9972.0
99111:99913,11993,47.570549,-122.296852,10976.6
99111:99913,11994,47.570051,-122.296848,11158.1
99111:99913,11995,47.569643,-122.296914,11308.0
99111:99913,11996,47.568474,-122.296906,11734.4
99111:99913,11997,47.568180,-122.296906,11841.6
99111:99913,11998,47.567291,-122.296959,12166.1
99111:99913,11999,47.567120,-122.296974,12228.6
99111:99913,12000,47.566944,-122.296959,12292.9
99111:99913,12001,47.566765,-122.296951,12358.3
99111:99913,12002,47.566601,-122.296906,12419.1
99111:99913,12003,47.566421,-122.296867,12485.5
99111:99913,12004,47.566265,-122.296814,12543.8
99111:99913,12005,47.566116,-122.296745,12600.8
99111:99913,12006,47.565964,-122.296661,12660.0
99111:99913,12007,47.565811,-122.296577,12719.5
99111:99913,12008,47.559360,-122.292496,15279.3
99111:99913,12009,47.559048,-122.292305,15402.5
99111:99913,12010,47.556816,-122.290886,16288.8
99111:99913,12011,47.555954,-122.290367,16628.4
99111:99913,12012,47.555649,-122.290184,16748.4
99111:99913,12013,47.555447,-122.290092,16825.5
99111:99913,12014,47.554375,-122.289612,17234.1
99111:99913,12015,47.553963,-122.289421,17391.6
99111:99913,12016,47.551331,-122.288155,18401.3
99111:99913,12017,47.549553,-122.287292,19084.0
99111:99913,12018,47.546642,-122.285896,20200.4
99111:99913,12019,47.545429,-122.285286,20667.8
99111:99913,12020,47.540833,-122.283066,22431.6
99111:99913,12021,47.537556,-122.281372,23698.1
99111:99913,12022,47.537102,-122.281143,23873.1
99111:99913,12023,47.536839,-122.281021,23973.7
99111:99913,12024,47.536644,-122.280952,24046.8
99111:99913,12025,47.536453,-122.280899,24117.7
99111:99913,12026,47.536259,-122.280853,24189.4
99111:99913,12027,47.536068,-122.280830,24259.3
99111:99913,12028,47.535900,-122.280815,24320.6
99111:99913,12029,47.535732,-122.280800,24382.0
99111:99913,12030,47.529778,-122.280693,26554.0
99111:99913,12031,47.529449,-122.280663,26674.2
99111:99913,12032,47.529140,-122.280624,26787.4
99111:99913,12033,47.528957,-122.280571,26855.4
99111:99913,12034,47.528767,-122.280518,26925.9
99111:99913,12035,47.528557,-122.280434,27005.3
99111:99913,12036,47.528370,-122.280365,27075.6
99111:99913,12037,47.525982,-122.279152,27996.8
99111:99913,12038,47.525787,-122.279053,28072.0
99111:99913,12039,47.525635,-122.278999,28129.0
99111:99913,12040,47.525475,-122.278946,28188.8
99111:99913,12041,47.525322,-122.278900,28245.8
99111:99913,12042,47.525166,-122.278877,28303.0
99111:99913,12043,47.524971,-122.278862,28374.2
99111:99913,12044,47.524769,-122.278862,28447.9
99111:99913,12045,47.524571,-122.278877,28520.2
99111:99913,12046,47.524372,-122.278900,28593.0
99111:99913,12047,47.524166,-122.278961,28669.6
99111:99913,12048,47.523292,-122.279221,28994.9
99111:99913,12049,47.522514,-122.279419,29282.8
99111:99913,12050,47.522251,-122.279488,29380.3
99111:99913,12051,47.521679,-122.279640,29592.3
99111:99913,12052,47.520859,-122.279861,29896.3
99111:99913,12053,47.520641,-122.279915,29976.9
99111:99913,12054,47.520348,-122.279968,30084.6
99111:99913,12055,47.520027,-122.279999,30202.0
99111:99913,12056,47.519852,-122.279999,30265.8
99111:99913,12057,47.519688,-122.279999,30325.6
99111:99913,12058,47.519486,-122.279968,30399.7
99111:99913,12059,47.519314,-122.279953,30462.5
99111:99913,12060,47.519020,-122.279884,30571.1
99111:99913,12061,47.518547,-122.279747,30747.0
99111:99913,12062,47.517834,-122.279549,31011.6
99111:99913,12063,47.517231,-122.279396,31234.8
99111:99913,12064,47.516693,-122.279274,31433.3
99111:99913,12065,47.515656,-122.279068,31815.0
99111:99913,12066,47.515411,-122.279022,31905.1
99111:99913,12067,47.514549,-122.278931,32220.3
99111:99913,12068,47.513725,-122.278877,32521.2
99111:99913,12069,47.513424,-122.278847,32631.2
99111:99913,12070,47.512222,-122.278671,33071.8
99111:99913,12071,47.510654,-122.278481,33645.7
99111:99913,12072,47.510334,-122.278450,33762.7
99111:99913,12073,47.510006,-122.278435,33882.4
99111:99913,12074,47.509323,-122.278427,34131.5
99111:99913,12075,47.509174,-122.278427,34185.9
99111:99913,12076,47.509060,-122.278435,34227.5
99111:99913,12077,47.508926,-122.278481,34277.7
99111:99913,12078,47.508781,-122.278519,34331.4
99111:99913,12079,47.508633,-122.278587,34387.9
99111:99913,12080,47.508511,-122.278671,34437.0
99111:99913,12081,47.508362,-122.278778,34497.5
99111:99913,12082,47.508236,-122.278893,34551.5
99111:99913,12083,47.508102,-122.279037,34612.0
99111:99913,12084,47.507988,-122.279175,34665.8
99111:99913,12085,47.507877,-122.279350,34725.0
99111:99913,12086,47.507778,-122.279533,34782.9
99111:99913,12087,47.507679,-122.279724,34842.3
99111:99913,12088,47.507610,-122.279915,34895.8
99111:99913,12089,47.507523,-122.280174,34967.3
99111:99913,12090,47.507458,-122.280449,35039.2
99111:99913,12091,47.507408,-122.280716,35107.7
99111:99913,12092,47.507378,-122.281021,35183.9
99111:99913,12093,47.507366,-122.281349,35265.1
99111:99913,12094,47.507034,-122.287712,36842.4
99111:99913,12095,47.507027,-122.287933,36897.1
99111:99913,12096,47.507008,-122.288139,36948.4
99111:99913,12097,47.506985,-122.288300,36989.1
99111:99913,12098,47.506962,-122.288437,37024.0
99111:99913,12099,47.506920,-122.288605,37068.2
99111:99913,12100,47.506878,-122.288780,37114.1
99111:99913,12101,47.506828,-122.288918,37152.8
99111:99913,12102,47.506763,-122.289078,37198.9
99111:99913,12103,47.506687,-122.289246,37248.8
99111:99913,12104,47.506615,-122.289383,37291.7
99111:99913,12105,47.506519,-122.289528,37341.8
99111:99913,12106,47.506439,-122.289642,37382.4
99111:99913,12107,47.506355,-122.289749,37422.8
99111:99913,12108,47.506245,-122.289848,37469.8
99111:99913,12109,47.506138,-122.289955,37517.0
99111:99913,12110,47.506027,-122.290039,37562.5
99111:99913,12111,47.505920,-122.290092,37603.7
99111:99913,12112,47.505795,-122.290161,37652.3
99111:99913,12113,47.505673,-122.290199,37697.8
99111:99913,12114,47.505562,-122.290230,37739.0
99111:99913,12115,47.505390,-122.290253,37802.0
99111:99913,12116,47.505226,-122.290237,37862.0
99111:99913,12117,47.505051,-122.290230,37925.8
99111:99913,12118,47.504890,-122.290176,37986.1
99111:99913,12119,47.504631,-122.290062,38084.6
99111:99913,12120,47.502247,-122.289009,38992.4
99111:99913,12121,47.501896,-122.288864,39125.3
99111:99913,12122,47.501667,-122.288795,39210.6
99111:99913,12123,47.501453,-122.288727,39290.4
99111:99913,12124,47.499966,-122.288345,39841.0
99111:99913,12125,47.499680,-122.288261,39947.3
99111:99913,12126,47.499493,-122.288208,40016.8
99111:99913,12127,47.499310,-122.288124,40086.7
99111:99913,12128,47.499130,-122.288040,40155.6
99111:99913,12129,47.498955,-122.287949,40223.3
99111:99913,12130,47.498783,-122.287849,40290.7
99111:99913,12131,47.498592,-122.287712,40368.2
99111:99913,12132,47.498424,-122.287590,40436.5
99111:99913,12133,47.498245,-122.287437,40511.9
99111:99913,12134,47.498062,-122.287277,40589.5
99111:99913,12135,47.497894,-122.287102,40664.5
99111:99913,12136,47.497723,-122.286911,40742.7
99111:99913,12137,47.497585,-122.286728,40810.4
99111:99913,12138,47.497456,-122.286568,40871.9
99111:99913,12139,47.497341,-122.286400,40930.9
99111:99913,12140,47.497227,-122.286224,40991.1
99111:99913,12141,47.497097,-122.286018,41060.7
99111:99913,12142,47.496902,-122.285652,41175.8
99111:99913,12143,47.496323,-122.284546,41521.3
99111:99913,12144,47.496174,-122.284286,41605.4
99111:99913,12145,47.496029,-122.284065,41681.5
99111:99913,12146,47.495846,-122.283806,41774.0
99111:99913,12147,47.495739,-122.283669,41825.6
99111:99913,12148,47.495628,-122.283546,41876.3
99111:99913,12149,47.495422,-122.283340,41967.0
99111:99913,12150,47.495201,-122.283165,42058.5
99111:99913,12151,47.494965,-122.283005,42153.3
99111:99913,12152,47.494732,-122.282875,42244.1
99111:99913,12153,47.494488,-122.282768,42337.0
99111:99913,12154,47.494221,-122.282684,42436.6
99111:99913,12155,47.493828,-122.282608,42581.1
99111:99913,12156,47.491337,-122.282166,43496.3
99111:99913,12157,47.490952,-122.282097,43637.8
99111:99913,12158,47.490669,-122.282028,43742.4
99111:99913,12159,47.490387,-122.281937,43847.7
99111:99913,12160,47.490139,-122.281830,43942.0
99111:99913,12161,47.489868,-122.281677,44047.8
99111:99913,12162,47.489609,-122.281502,44151.7
99111:99913,12163,47.489357,-122.281296,44256.8
99111:99913,12164,47.489120,-122.281059,44361.2
99111:99913,12165,47.488976,-122.280914,44424.8
99111:99913,12166,47.488846,-122.280762,44485.3
99111:99913,12167,47.488712,-122.280594,44549.5
99111:99913,12168,47.488567,-122.280396,44621.6
99111:99913,12169,47.486038,-122.276772,45907.6
99111:99913,12170,47.485725,-122.276337,46064.4
99111:99913,12171,47.484451,-122.274506,46713.2
99111:99913,12172,47.484196,-122.274147,46841.8
99111:99913,12173,47.484020,-122.273933,46925.0
99111:99913,12174,47.483860,-122.273766,46996.5
99111:99913,12175,47.483685,-122.273605,47071.7
99111:99913,12176,47.483501,-122.273453,47148.6
99111:99913,12177,47.483356,-122.273354,47206.9
99111:99913,12178,47.483219,-122.273277,47260.4
99111:99913,12179,47.483078,-122.273193,47315.9
99111:99913,12180,47.482933,-122.273125,47371.4
99111:99913,12181,47.482784,-122.273071,47427.3
99111:99913,12182,47.482628,-122.273026,47485.3
99111:99913,12183,47.482475,-122.273003,47541.4
99111:99913,12184,47.482330,-122.272972,47594.9
99111:99913,12185,47.482079,-122.272957,47686.5
99111:99913,12186,47.481811,-122.272972,47784.3
99111:99913,12187,47.481567,-122.273018,47874.0
99111:99913,12188,47.480823,-122.273125,48146.7
99111:99913,12189,47.480644,-122.273155,48212.4
99111:99913,12190,47.480454,-122.273163,48281.8
99111:99913,12191,47.480209,-122.273155,48371.1
99111:99913,12192,47.479973,-122.273125,48457.6
99111:99913,12193,47.479729,-122.273087,48547.0
99111:99913,12194,47.479523,-122.273026,48623.7
99111:99913,12195,47.479363,-122.272972,48683.6
99111:99913,12196,47.479214,-122.272903,48740.5
99111:99913,12197,47.479053,-122.272835,48801.6
99111:99913,12198,47.478874,-122.272743,48870.8
99111:99913,12199,47.475761,-122.271004,50085.0
99111:99913,12200,47.474876,-122.270515,50429.7
99111:99913,12201,47.474606,-122.270378,50533.9
99111:99913,12202,47.474342,-122.270256,50634.8
99111:99913,12203,47.474033,-122.270119,50752.5
99111:99913,12204,47.473717,-122.269981,50872.7
99111:99913,12205,47.473370,-122.269859,51002.8
99111:99913,12206,47.473057,-122.269753,51119.9
99111:99913,12207,47.472614,-122.269615,51285.1
99111:99913,12208,47.472141,-122.269508,51459.6
99111:99913,12209,47.469555,-122.268959,52412.7
99111:99913,12210,47.469170,-122.268890,52554.1
99111:99913,12211,47.468967,-122.268860,52628.5
99111:99913,12212,47.468796,-122.268852,52690.9
99111:99913,12213,47.468609,-122.268852,52759.2
99111:99913,12214,47.468437,-122.268860,52821.9
99111:99913,12215,47.467011,-122.268982,53343.0
99111:99913,12216,47.466843,-122.269012,53404.7
99111:99913,12217,47.466713,-122.269028,53452.3
99111:99913,12218,47.466576,-122.269066,53503.1
99111:99913,12219,47.466469,-122.269112,53543.8
99111:99913,12220,47.466354,-122.269165,53587.7
99111:99913,12221,47.466236,-122.269241,53634.7
99111:99913,12222,47.466137,-122.269310,53674.6
99111:99913,12223,47.466026,-122.269409,53721.9
99111:99913,12224,47.465935,-122.269508,53763.2
99111:99913,12225,47.465836,-122.269630,53810.3
99111:99913,12226,47.465767,-122.269722,53844.2
99111:99913,12227,47.465691,-122.269829,53882.5
99111:99913,12228,47.465630,-122.269943,53918.4
99111:99913,12229,47.465572,-122.270050,53952.3
99111:99913,12230,47.465511,-122.270172,53989.8
99111:99913,12231,47.465466,-122.270309,54027.5
99111:99913,12232,47.465412,-122.270447,54066.9
99111:99913,12233,47.465374,-122.270584,54103.5
99111:99913,12234,47.465344,-122.270721,54139.1
99111:99913,12235,47.465313,-122.270874,54178.6
99111:99913,12236,47.465279,-122.271133,54243.9
99111:99913,12237,47.465248,-122.271431,54318.4
99111:99913,12238,47.465248,-122.271774,54403.3
99111:99913,12239,47.465260,-122.272003,54460.1
99111:99913,12240,47.465286,-122.272263,54525.1
99111:99913,12241,47.465309,-122.272499,54584.1
99111:99913,12242,47.465347,-122.272728,54642.4
99111:99913,12243,47.465424,-122.273071,54731.8
99111:99913,12244,47.465900,-122.275078,55257.7
99111:99913,12245,47.465961,-122.275406,55341.8
99111:99913,12246,47.466011,-122.275719,55421.3
99111:99913,12247,47.466042,-122.275955,55480.8
99111:99913,12248,47.466061,-122.276169,55534.2
99111:99913,12249,47.466068,-122.276413,55594.6
99111:99913,12250,47.466068,-122.276680,55660.6
99111:99913,12251,47.466068,-122.276909,55717.3
99111:99913,12252,47.466061,-122.277138,55774.0
99111:99913,12253,47.466038,-122.277374,55833.0
99111:99913,12254,47.466011,-122.277603,55890.4
99111:99913,12255,47.465973,-122.277863,55956.2
99111:99913,12256,47.465923,-122.278114,56020.9
99111:99913,12257,47.465866,-122.278358,56084.8
99111:99913,12258,47.465797,-122.278618,56153.8
99111:99913,12259,47.465710,-122.278915,56233.9
99111:99913,12260,47.465607,-122.279190,56311.6
99111:99913,12261,47.465508,-122.279480,56391.9
99111:99913,12262,47.465404,-122.279709,56460.1
99111:99913,12263,47.465309,-122.279930,56524.8
99111:99913,12264,47.465198,-122.280144,56591.4
99111:99913,12265,47.465084,-122.280380,56663.1
99111:99913,12266,47.464958,-122.280594,56733.2
99111:99913,12267,47.464775,-122.280899,56833.9
99111:99913,12268,47.464233,-122.281700,57113.8
99111:99913,12269,47.464096,-122.281921,57187.9
99111:99913,12270,47.463978,-122.282143,57257.7
99111:99913,12271,47.463844,-122.282425,57342.8
99111:99913,12272,47.463711,-122.282738,57434.2
99111:99913,12273,47.463596,-122.283058,57523.8
99111:99913,12274,47.463497,-122.283394,57614.4
99111:99913,12275,47.463440,-122.283615,57672.9
99111:99913,12276,47.463398,-122.283852,57733.5
99111:99913,12277,47.463348,-122.284111,57800.1
99111:99913,12278,47.463314,-122.284355,57861.7
99111:99913,12279,47.463291,-122.284584,57919.0
99111:99913,12280,47.463265,-122.284859,57987.7
99111:99913,12281,47.463257,-122.285118,58051.8
99111:99913,12282,47.463257,-122.285324,58102.8
99111:99913,12283,47.463261,-122.285484,58142.4
99111:99913,12284,47.463276,-122.285622,58176.9
99111:99913,12285,47.463295,-122.285774,58215.2
99111:99913,12286,47.463333,-122.285934,58257.1
99111:99913,12287,47.463406,-122.286194,58326.7
99111:99913,12288,47.463574,-122.286659,58457.0
99111:99913,12289,47.463692,-122.286987,58548.9
99111:99913,12290,47.464211,-122.288437,58954.5
99111:99913,12291,47.464287,-122.288658,59015.8
99111:99913,12292,47.464416,-122.289024,59117.8
99111:99913,12293,47.464466,-122.289177,59159.8
99111:99913,12294,47.464500,-122.289314,59195.9
99111:99913,12295,47.464550,-122.289490,59243.1
99111:99913,12296,47.464565,-122.289642,59281.1
99111:99913,12297,47.464580,-122.289764,59311.7
99111:99913,12298,47.464592,-122.289940,59355.5
99111:99913,12299,47.464596,-122.290077,59389.4
99111:99913,12300,47.464592,-122.290230,59427.3
99111:99913,12301,47.464569,-122.290421,59475.3
99111:99913,12302,47.464550,-122.290596,59519.1
99111:99913,12303,47.464516,-122.290749,59558.9
99111:99913,12304,47.464466,-122.290955,59613.1
99111:99913,12305,47.464405,-122.291153,59666.9
99111:99913,12306,47.464314,-122.291405,59737.5
99111:99913,12307,47.464249,-122.291611,59793.7
99111:99913,12308,47.464149,-122.291840,59861.1
99111:99913,12309,47.464058,-122.292046,59921.9
99111:99913,12310,47.463955,-122.292252,59985.2
99111:99913,12311,47.463848,-122.292442,60046.3
99111:99913,12312,47.463676,-122.292725,60140.3
99111:99913,12313,47.463497,-122.292976,60230.4
99111:99913,12314,47.460903,-122.296265,61478.3
99111:99913,12315,47.458805,-122.298912,62485.5
99111:99913,12316,47.458534,-122.299255,62615.7
99111:99913,12317,47.458290,-122.299515,62725.5
99111:99913,12318,47.458145,-122.299652,62788.4
99111:99913,12319,47.458008,-122.299774,62846.7
99111:99913,12320,47.457859,-122.299889,62908.1
99111:99913,12321,47.457707,-122.299995,62969.4
99111:99913,12322,47.457554,-122.300087,63029.7
99111:99913,12323,47.457401,-122.300171,63089.2
99111:99913,12324,47.457245,-122.300255,63149.8
99111:99913,12325,47.457077,-122.300308,63212.5
99111:99913,12326,47.456913,-122.300362,63273.8
99111:99913,12327,47.456753,-122.300407,63333.2
99111:99913,12328,47.456585,-122.300446,63395.2
99111:99913,12329,47.456402,-122.300476,63462.4
99111:99913,12330,47.456184,-122.300484,63541.9
99111:99913,12331,47.455894,-122.300484,63647.7
99111:99913,12332,47.453316,-122.300499,64588.1
99111:99913,12333,47.453171,-122.300499,64641.0
99111:99913,12334,47.453011,-122.300499,64699.4
99111:99913,12335,47.452843,-122.300484,64760.7
99111:99913,12336,47.452667,-122.300461,64825.2
99111:99913,12337,47.452507,-122.300430,64884.1
99111:99913,12338,47.452358,-122.300392,64939.2
99111:99913,12339,47.452175,-122.300323,65008.1
99111:99913,12340,47.452003,-122.300255,65073.1
99111:99913,12341,47.451847,-122.300186,65132.5
99111:99913,12342,47.451691,-122.300087,65194.4
99111:99913,12343,47.451549,-122.299995,65251.0
99111:99913,12344,47.451401,-122.299889,65311.0
99111:99913,12345,47.451244,-122.299759,65376.7
